data,patrimonio_gerida,patrimonio_funcef,patrimonio_total,patrimonio_rv,fluxo_gerida,fluxo_funcef,fluxo_total,fluxo_rv,twr_gerida,twr_total,twr_rv,cdi_acum,ipca_acum,ibov_acum,sp500_brl_acum,nasdaq_brl_acum,ouro_brl_acum,drawdown
2026-01-19,67276.28704690713,1166762.6591580529,1234038.94620496,9220.935194396972,1499.9,0.0,1499.9,1499.9,0.014997288059336533,0.0007683450502906641,-0.007830569727111936,0.006635817129697186,0.0,0.02684705897009443,-0.015494677582458372,-0.014590814014613707,0.029124270879065106,0.0
2026-01-20,67577.6115196739,1166762.6591580529,1234340.2706777267,9253.478948974609,0.0,0.0,0.0,0.0,0.019543370135342464,0.0010127101044576925,-0.00432887301658158,0.0071907855220390005,0.0,0.035742093821439,-0.03562221402777499,-0.035319924477620224,0.068450828183237,0.0
2026-01-21,68015.24940242307,1166762.6591580529,1234777.908560476,9479.512731933593,0.0,0.0,0.0,0.0,0.0261460125170887,0.0013676212205104843,0.019992283670119182,0.00774605987400534,0.0,0.07025084247441438,-0.023429675608136025,-0.02121208985866596,0.08533108885018192,0.0
2026-01-22,68421.10720514749,1166762.6591580529,1235183.7663632003,9657.324163818359,0.0,0.0,0.0,0.0,0.0322691888573019,0.0016967596507093674,0.03912473209859457,0.008301640354274609,0.0,0.09374669083524867,-0.028211060439731428,-0.023985248285419813,0.09409942212614797,0.0
2026-01-23,68823.00452200184,1166762.6591580529,1235585.6636800547,9862.624304199218,0.0,0.0,0.0,0.0,0.038332613350408495,0.0020226862463856854,0.06121495603167171,0.00885752713161847,0.0,0.11411557316290755,-0.034308566699715826,-0.02711601391052798,0.10132243583748957,0.0
2026-01-26,69317.4230652459,1166762.6591580529,1236080.0822232987,10066.876165771484,0.0,0.0,0.0,0.0,0.045791905510944586,0.0024236447645962222,0.08319238552835362,0.009413720374901402,0.0,0.11325596895458423,-0.02851910037731309,-0.02206092200322607,0.11874432552219516,0.0
2026-01-27,69509.1616390001,1166762.6591580529,1236271.820797053,10250.060217285156,0.0,0.0,0.0,0.0,0.04868466521751391,0.0025791389617026983,0.1029029259663603,0.009970220253081363,0.0,0.13317636213007433,-0.02636104933466532,-0.015273450138363232,0.1436554810709736,0.0
2026-01-28,68597.95227070016,1166762.6591580529,1235360.611428753,8755.009841918945,0.0,0.0,0.0,-1800.0,0.03493725021772587,0.0018401756621146959,0.14270498945851928,0.010527026935209127,0.0,0.1504431944885667,-0.04405250544485739,-0.029991680507586826,0.1663967613951196,-0.013109198079993533
2026-01-29,68752.26985988516,1166762.6591580529,1235514.929017938,8839.697265625,0.0,0.0,0.0,0.0,0.03726543956047945,0.001965322570010697,0.15375840268827368,0.011084140590428948,0.0,0.14074461657292003,-0.042801733185858004,-0.032641024541568586,0.1731305225581996,-0.010889093772212434
2026-01-30,93966.28502530746,1197264.5920245128,1291230.8770498203,8810.673141479492,0.0,9812.08,9812.08,0.0,0.41766926589154596,0.03889866104794737,0.1499701703419276,0.011641561387977895,0.0,0.1297192582487745,-0.048368304830330056,-0.04649696028924821,0.05175606048604564,0.0
2026-02-02,96328.2769342499,1197264.5920245128,1293592.8689587626,11399.541854858398,840.0,0.0,840.0,2640.0,0.44042810673914734,0.04012242932909316,0.14483514870093228,0.012199289497186738,0.0,0.13862052211612141,-0.031105851220035063,-0.02736935383682948,0.02269910136212472,0.0
2026-02-03,99024.34777058869,1197264.5920245128,1296288.9397951015,13303.785049438477,1627.0,0.0,1627.0,1627.0,0.4561487471063954,0.04098094345635994,0.1692006140277893,0.01275732508747951,0.0,0.15656631721886893,-0.038444026887516136,-0.04168281190358303,0.08737415060158704,0.0
2026-02-04,98770.0381657926,1197264.5920245128,1296034.6301903054,12980.252090454102,0.0,0.0,0.0,0.0,0.45240913537717864,0.040776720891310125,0.14076698157679557,0.013315668328373498,0.0,0.13186203975358013,-0.04730494503435545,-0.06252276822579084,0.0815660356299246,-0.0025681522829642807
2026-02-05,98675.08241993448,1197264.5920245128,1295939.6744444473,13025.410537719727,0.0,0.0,0.0,0.0,0.4510128152450614,0.04070046696452301,0.144735723109773,0.013874319389479695,0.0,0.13447199745856153,-0.05888664114922937,-0.07533602047975319,0.05384756882164288,-0.0035270653987376985
2026-02-06,98870.60952912316,1197264.5920245128,1296135.201553636,12947.809509277344,0.0,0.0,0.0,0.0,0.45388803292112256,0.04085748442285819,0.1379157715120245,0.01443327844050235,0.0,0.1395984776284891,-0.03439631855961556,-0.04962228716653283,0.09212886073121918,-0.0015525297053376943
2026-02-09,96448.49990293784,1197264.5920245128,1293713.0919274506,13254.60189819336,0.0,0.0,0.0,0.0,0.41827101572354364,0.03891241655533495,0.16487816215248352,0.01499254565123942,0.0,0.160098169292197,-0.03991677562783258,-0.05225243385169709,0.10851912792237028,-0.026012267948670172
2026-02-10,96216.54304080266,1197264.5920245128,1293481.1350653155,13125.646926879883,0.0,0.0,0.0,0.0,0.4148601001074834,0.03872614429320742,0.1535449790710255,0.015552121191582557,0.0,0.1581547162994661,-0.0475467221832756,-0.06191311605551553,0.09273999694514612,-0.028354690467549647
2026-02-11,96682.39239898413,1197264.5920245128,1293946.984423497,13386.66764831543,0.0,0.0,0.0,0.0,0.4217103947524712,0.03910024322246697,0.1764847354367749,0.01611200523151668,0.0,0.18163810662829594,-0.046749464951378994,-0.05833106967853674,0.10583362946420483,-0.023650298379447134
2026-02-12,96215.63888069041,1197264.5920245128,1293480.2309052031,13297.531326293945,0.0,0.0,0.0,0.0,0.4148468044721749,0.03872541821014219,0.16865100676088218,0.016672197941120848,0.0,0.16959741869576872,-0.06122687671061833,-0.07708027029386777,0.06847012982478318,-0.028363821152402414
2026-02-13,96427.59759120716,1197264.5920245128,1293692.18961572,13220.40934753418,0.0,0.0,0.0,0.0,0.4179636481344253,0.03889563101661908,0.1618731563532072,0.017232699490567827,0.0,0.16148723986071922,-0.05801215811087446,-0.07269007027424113,0.09789730685555864,-0.026223350497571213
2026-02-16,96427.59759120716,1197264.5920245128,1293692.18961572,13220.40934753418,0.0,0.0,0.0,0.0,0.4179636481344253,0.03889563101661908,0.1618731563532072,0.017232699490567827,0.0,0.16148723986071922,-0.057289536233820715,-0.07197870818204555,0.09873953069052988,-0.026223350497571213
2026-02-17,96427.59759120716,1197264.5920245128,1293692.18961572,13220.40934753418,0.0,0.0,0.0,0.0,0.4179636481344253,0.03889563101661908,0.1618731563532072,0.017232699490567827,0.0,0.16148723986071922,-0.05161506680196304,-0.06852842761061717,0.07006822902763266,-0.026223350497571213
2026-02-18,110340.38447227994,1197264.5920245128,1307604.9764967929,13205.00666809082,11000.0,0.0,11000.0,0.0,0.45641024849349465,0.041215014537816064,0.1605194948053148,0.017793510050124084,0.0,0.1586966406916699,-0.05059181888987707,-0.0652792947487365,0.08884526201653298,0.0
2026-02-19,110237.32572251708,1197264.5920245128,1307501.9177470298,13101.759475708008,0.0,0.0,0.0,0.0,0.4550499503572374,0.041132951285104635,0.1514456349765494,0.018354629790150012,0.0,0.17438130298556742,-0.05075046234311864,-0.06661218912954858,0.09488528205559388,-0.0009340075282114795
2026-02-20,101522.9458924682,1197264.5920245128,1298787.537916981,13208.897277832031,0.0,0.0,0.0,0.0,0.340026678012771,0.03419389607766621,0.16086142030106387,0.018916058881099707,0.0,0.18683933499025152,-0.04883765830893372,-0.06311350228296575,0.11071447193146167,-0.07991125481375215
2026-02-23,101978.09963018984,1197264.5920245128,1299242.6916547026,13248.633163452148,0.0,0.0,0.0,0.0,0.34603436569147794,0.03455632426825672,0.16435360103709717,0.01947779749352163,0.0,0.1763745881063168,-0.06455304222009628,-0.08022743514851993,0.13396788928060355,-0.07578625796968198
2026-02-24,101959.66706137036,1197264.5920245128,1299224.2590858832,13328.861465454102,0.0,0.0,0.0,0.0,0.3457910696193902,0.03454164684827421,0.17140445007100058,0.020039845798057954,0.0,0.19279427428849072,-0.05841507972671289,-0.07125343226877578,0.11699743430698839,-0.07595330985107279
2026-02-25,102005.91659315392,1197264.5920245128,1299270.5086176668,13216.598205566406,0.0,0.0,0.0,0.0,0.34640152872191887,0.03457847426004923,0.16153821486758413,0.020602203965444987,0.0,0.1912868524159239,-0.05422355516860167,-0.06160711828712484,0.11028135709313669,-0.07553415659177655
2026-02-26,100857.96297216223,1197264.5920245128,1298122.554996675,13135.021408081055,0.0,0.0,0.0,0.0,0.33124940263133484,0.03366438585594134,0.15436885356507868,0.021164872166513193,0.0,0.18977320152735477,-0.0643742020002005,-0.07752872081236684,0.11362842438226317,-0.08593790519644157
